ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target,total_age_in_months,stability_index,profit_ratio,country_x_cashflow,country_x_insurance,log_turnover,log_expenses,log_income,income_stability,maturity
ID_3V5QEN,zimbabwe,0.7732599776937966,yes,yes,no,no,yes,-0.39012609984899393,0,have now,yes,no,female,"yes, sometimes",no,never had,"yes, always",don't know,yes,yes,no,yes,yes,yes,never had,never had,never had,yes,0.0,0,0,yes,never had,never had,Medium,-4.681513198187927,-0.11599117081277716,-0.09244455608821069,zimbabwe_yes,zimbabwe_yes,-0.16373550905828074,-0.0753176119344844,-0.10710797343191665,-0.11583217633893968,-5.5981250536132
ID_GN8NL4,lesotho,-0.27831861236846805,yes,yes,no,no,yes,-0.6545168008317747,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,don't know,yes,no,yes,used to have but don't have now,used to have but don't have now,have now,no,0.0,0,0,no,used to have but don't have now,used to have but don't have now,Low,-7.8542016099812955,-0.11498677525262378,-0.09344376149134154,lesotho_yes,lesotho_no,-0.1638031515478521,-0.07447102155617187,-0.10627953455258782,-0.1148311257971466,-9.392766337878346
ID_74V90I,zimbabwe,-0.27831861236846805,yes,yes,no,no,yes,-0.25793074935760363,0,have now,yes,yes,female,no,no,never had,no,yes,no,no,no,yes,yes,yes,never had,never had,never had,no,0.0,0,0,yes,never had,never had,Low,-3.0951689922912435,-0.11636176603299629,-0.09206554302850026,zimbabwe_yes,zimbabwe_no,-0.16409596100884244,-0.07602506439895239,-0.10736841941416936,-0.11620274022295418,-3.702780280888181
ID_DJKLUY,eswatini,1.8999513241890802,yes,no,yes,yes,yes,0.5352413535907384,0,have now,yes,yes,female,"yes, sometimes",no,never had,"yes, sometimes",yes,yes,no,no,yes,yes,yes,never had,never had,never had,no,8.0,3,3,yes,never had,never had,Medium,14.42289624308886,-0.11268865356365394,-0.09216197851672348,eswatini_yes,eswatini_no,-0.16319453379682952,-0.07503533549919436,-0.10410270604130376,-0.11254776537597462,17.235662081092432
ID_RWAOBC,malawi,-0.9543334202656383,no,no,no,yes,yes,-0.5223214503403844,0,have now,no,yes,male,"yes, sometimes",yes,never had,yes,no,yes,no,no,yes,yes,no,never had,never had,never had,yes,0.0,0,0,yes,never had,never had,Low,-6.267857404084612,-0.11571729229374185,-0.09786330423559461,malawi_no,malawi_no,-0.16414143264533199,-0.07077559253986658,-0.10736972835925342,-0.1155476841732226,-7.498705700799572
ID_BGA7SC,lesotho,1.7497258113230425,yes,no,no,no,yes,-0.12573539886621327,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,yes,yes,never had,never had,never had,no,0.0,0,0,yes,used to have but don't have now,used to have but don't have now,Medium,-1.5088247863945592,-0.11537669323150788,-0.09200120969515824,lesotho_yes,lesotho_no,-0.16373550905828074,-0.07572352395673208,-0.10649747825284919,-0.1152225346129698,-1.8042435171383018
ID_ZQBBEJ,zimbabwe,-0.9543334202656383,yes,no,no,no,yes,-0.5223214503403844,0,have now,yes,yes,female,"yes, sometimes",no,never had,"yes, sometimes",don't know,do not know / n‎/a,no,no,yes,yes,yes,never had,never had,never had,no,5.0,0,0,yes,never had,never had,Low,-1.2678574040846122,-0.11576626805134167,-0.09208982643971642,zimbabwe_yes,zimbabwe_no,-0.16389785872076143,-0.07580472613667594,-0.10684628700229266,-0.11561007724661203,-1.5163905717844317
ID_XKJUPQ,malawi,-0.5787696381005437,no,no,no,no,no,0.006459951625177069,0,have now,no,no,female,"yes, sometimes",yes,never had,yes,no,yes,no,no,yes,no,no,never had,never had,never had,no,0.0,0,0,no,never had,never had,Low,0.07751941950212483,0.19054432980035999,0.4830867003690689,malawi_no,malawi_no,0.6684281337659563,0.008548016256149333,0.19203258115011157,0.19040499614778822,0.046462546353224644
ID_ZBC7QK,eswatini,-1.6303482281628083,yes,yes,no,no,yes,-0.786712151323165,0,never had,yes,yes,female,"yes, sometimes",yes,never had,"yes, sometimes",no,yes,no,no,yes,yes,yes,never had,have now,used to have but don't have now,no,3.0,0,0,yes,never had,never had,Medium,-6.440545815877979,-0.11597872072540791,-0.09197797254096746,eswatini_yes,eswatini_no,-0.1639790434371015,-0.0759883379836197,-0.10702073701295549,-0.11582184664143155,-7.7038090556446726
ID_WFAPG0,lesotho,-0.20320585593544915,yes,no,no,no,no,-0.5223214503403844,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,yes,yes,never had,never had,never had,no,0.0,0,0,no,used to have but don't have now,used to have but don't have now,Low,-6.267857404084612,-0.11062098615757851,-0.0904430580009226,lesotho_yes,lesotho_no,-0.1621134604458255,-0.07552937156324593,-0.10214760365561008,-0.11049307626824005,-7.480556266507915
ID_GVYJ2J,zimbabwe,-1.4050099588637517,yes,no,no,no,yes,-0.9189075018145554,0,have now,yes,yes,male,no,yes,never had,"yes, always",don't know,do not know / n‎/a,no,don't know,yes,yes,yes,never had,never had,never had,no,1.0,0,0,yes,never had,never had,Low,-10.026890021774665,-0.11633952907209977,-0.09205662590363238,zimbabwe_yes,zimbabwe_no,-0.16401151916919574,-0.07594878796781145,-0.10735663898551229,-0.1161803995142345,-11.994052850835882
ID_DN2Z2V,lesotho,-0.5036568816675248,no,no,no,yes,yes,0.9318274050649095,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,yes,yes,yes,yes,never had,never had,never had,no,0.0,0,0,yes,used to have but don't have now,used to have but don't have now,Medium,11.181928860778914,-0.11514812763356988,-0.09199796893768768,lesotho_yes,lesotho_no,-0.1638031515478521,-0.07579413417404096,-0.10627953455258782,-0.11499552045972596,13.372364272213362
ID_7SOOIT,zimbabwe,-0.052980343069411344,yes,yes,no,no,yes,-0.25793074935760363,0,have now,yes,yes,male,no,no,never had,"yes, sometimes",don't know,yes,no,no,yes,yes,yes,never had,never had,never had,yes,2.0,0,0,yes,never had,never had,Low,-1.0951689922912435,-0.11633316603062394,-0.09202886090187756,zimbabwe_yes,zimbabwe_no,-0.16401151916919574,-0.075974212798409,-0.10734791283153486,-0.1161741526247202,-1.3100288070989519
ID_PAPCJE,zimbabwe,0.472808951961721,yes,no,no,no,no,-0.6545168008317747,3,have now,yes,yes,female,"yes, sometimes",no,never had,"yes, always",no,yes,no,no,yes,yes,yes,never had,never had,never had,yes,6.0,3,3,yes,never had,never had,Medium,-1.8542016099812955,-0.11620472771390261,-0.09182420592677132,zimbabwe_yes,zimbabwe_no,-0.163167492714407,-0.0753176119344844,-0.10730428320379758,-0.11604447601547144,-2.2157380286238046
ID_DRFDX8,eswatini,0.6981472212607778,yes,no,no,yes,yes,-0.5223214503403844,0,never had,yes,yes,female,"yes, sometimes",yes,never had,no,yes,no,no,no,yes,yes,yes,never had,never had,never had,no,9.0,0,3,yes,never had,never had,Medium,2.7321425959153878,-0.11585990038068894,-0.09211617046603976,eswatini_yes,eswatini_no,-0.16391138904912092,-0.07579413417404096,-0.1069335082035233,-0.11570312649764158,3.267766789465218
ID_W2EKPD,malawi,-0.8792206638326193,yes,yes,no,no,yes,-0.6545168008317747,0,never had,no,no,male,no,yes,never had,no,don?t know / doesn?t apply,don?t know / doesn?t apply,no,no,yes,yes,no,never had,never had,never had,yes,0.0,0,0,yes,never had,never had,Low,-7.8542016099812955,-0.01739434846906852,-0.0016757543478983,malawi_no,malawi_no,0.12171012387479715,0.12338447571300074,-0.019701202808549367,-0.01753736430801682,-7.001988698158496
ID_0JMO05,zimbabwe,0.24747068266266428,yes,no,no,no,yes,-0.5223214503403844,0,have now,yes,yes,male,no,yes,never had,"yes, always",don't know,no,no,no,yes,yes,yes,never had,never had,never had,no,0.0,0,2,yes,never had,never had,Low,-6.267857404084612,-0.11629207812658296,-0.0920273434796274,zimbabwe_yes,zimbabwe_no,-0.1639465687596462,-0.07591065193391526,-0.10731737189224774,-0.11613311214639509,-7.496957933401137
ID_3SFLSE,eswatini,0.3976961955287021,yes,no,no,no,yes,-0.786712151323165,0,have now,yes,yes,female,"yes, sometimes",yes,never had,"yes, always",no,yes,yes,don't know,yes,yes,yes,used to have but don't have now,have now,have now,no,11.0,0,3,yes,used to have but don't have now,used to have but don't have now,Medium,1.5594541841220213,-0.11427843944276618,-0.091650501115314,eswatini_yes,eswatini_yes,-0.16022438976090667,-0.07253361759008632,-0.10584378959869437,-0.11412142974246849,1.8569891350833916
ID_8S2XQU,eswatini,-0.35343136880148696,yes,no,yes,no,yes,0.6674367040821287,0,have now,yes,yes,male,"yes, sometimes",yes,never had,"yes, always",no,yes,no,no,no,yes,yes,never had,have now,have now,no,1.0,0,0,yes,never had,never had,High,9.009240448985544,-0.10886064316393719,-0.08130110459974119,eswatini_yes,eswatini_no,-0.15069866010681607,-0.07253361759008632,-0.10084632241078259,-0.10873312965667299,10.607825545310726
ID_L4OL5K,malawi,-1.4050099588637517,no,no,no,no,no,-0.5223214503403844,0,never had,no,yes,male,no,yes,never had,no,no,yes,no,no,no,no,no,never had,never had,never had,yes,0.0,0,0,yes,never had,never had,Low,-6.267857404084612,-0.09511845897128858,-0.0921041820012691,malawi_no,malawi_no,-0.16319453379682952,-0.07508825626179425,-0.08792580351555307,-0.09506399298184312,-7.4902204362068785
ID_AHCUA0,eswatini,-0.052980343069411344,yes,no,no,no,yes,0.006459951625177069,0,have now,yes,yes,female,no,yes,never had,"yes, sometimes",yes,yes,no,no,yes,yes,yes,never had,never had,never had,no,0.0,0,0,yes,never had,never had,Low,0.07751941950212483,-0.11267833544892313,-0.09608321033275324,eswatini_yes,eswatini_no,-0.16076376019896818,-0.06902065271860747,-0.10475525718800255,-0.11252156934942169,0.09236900866018766
ID_M3T19L,malawi,0.3225834390956832,yes,yes,no,no,yes,2.385976260470203,0,have now,no,yes,male,no,yes,never had,no,don?t know / doesn?t apply,yes,no,no,yes,no,no,never had,never had,never had,yes,0.0,0,0,yes,never had,never had,Low,28.631715125642437,-0.05091565144771916,-0.11866833014319668,malawi_no,malawi_no,-0.013652539779826495,0.09848644717307828,-0.056336522043743655,-0.051285586807851835,29.028021341740196
ID_23OTZF,malawi,-0.20320585593544915,yes,yes,yes,no,no,-0.25793074935760363,0,have now,no,yes,male,"yes, sometimes",no,never had,yes,no,yes,no,no,yes,yes,yes,never had,never had,have now,yes,0.0,0,0,no,never had,never had,Low,-3.0951689922912435,9.306738076748188e-05,-0.09214282277920657,malawi_no,malawi_no,-0.16278899431854288,-0.07464733545725931,8.63734007547884e-05,9.334106234780171e-05,-3.696999885676248
ID_TCHYGT,eswatini,0.54792170839474,yes,no,yes,no,no,0.6674367040821287,0,never had,yes,yes,male,no,yes,never had,"yes, always",no,yes,no,no,yes,yes,yes,never had,have now,never had,no,0.0,0,0,yes,never had,never had,High,8.009240448985544,-0.08663945240009913,0.07574464279125573,eswatini_yes,eswatini_no,0.22361693184276474,0.14485004693727527,-0.10084632241078259,-0.08808692691289012,6.545545620166961
ID_OJ3M48,lesotho,0.6981472212607778,yes,no,no,no,yes,-0.5223214503403844,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,yes,yes,never had,never had,never had,yes,0.0,0,0,yes,used to have but don't have now,used to have but don't have now,Low,-6.267857404084612,-0.11624748734287081,-0.09202908885999991,lesotho_yes,lesotho_no,-0.16408729997917398,-0.07604978486106684,-0.10726065547952165,-0.11608921533006301,-7.498220093950546
ID_WJAI9C,eswatini,-0.4285441252345059,yes,no,no,no,yes,-0.9189075018145554,0,have now,yes,yes,female,"yes, sometimes",yes,never had,"yes, always",no,no,no,don't know,yes,yes,yes,have now,never had,never had,no,8.0,0,0,yes,never had,used to have but don't have now,Medium,-3.0268900217746655,-0.11515609941891258,-0.09192664317170741,eswatini_yes,eswatini_no,-0.1638031515478521,-0.075859453064272,-0.10627953455258782,-0.11500364842229926,-3.619829502320687
ID_L6X2OZ,lesotho,-0.052980343069411344,yes,no,no,no,yes,-0.39012609984899393,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,no,yes,used to have but don't have now,used to have but don't have now,have now,yes,0.0,0,0,no,used to have but don't have now,used to have but don't have now,Low,-4.681513198187927,-0.11066228902185818,-0.09005816422129914,lesotho_yes,lesotho_no,-0.1621134604458255,-0.07588240395753987,-0.10214760365561008,-0.11053528695163677,-5.587287749817395
ID_7GT76I,eswatini,0.8483727341268156,yes,no,no,no,no,0.006459951625177069,0,never had,yes,yes,male,"yes, sometimes",yes,never had,"yes, sometimes",no,no,no,yes,yes,yes,yes,never had,never had,never had,no,4.0,0,0,yes,never had,never had,Low,4.077519419502125,-0.11152394518890893,-0.0886224926903343,eswatini_yes,eswatini_no,-0.16008959259545888,-0.07517646375684117,-0.10301606617913245,-0.11138997023973554,4.854707577802636
ID_LA4AX2,malawi,0.09724516979662648,yes,yes,no,yes,yes,-0.5223214503403844,0,have now,no,yes,female,"yes, sometimes",yes,never had,yes,yes,yes,no,no,yes,no,no,never had,never had,never had,yes,0.0,0,0,yes,never had,never had,Low,-6.267857404084612,0.03667852491014714,-0.07170674942152677,malawi_no,malawi_no,-0.12434338760525178,-0.055090917023636304,0.034746275604747544,0.03677208340013036,-7.157894219451228
ID_G8W85Y,eswatini,0.3225834390956832,no,no,no,yes,yes,0.6674367040821287,0,have now,yes,yes,female,"yes, sometimes",yes,never had,"yes, sometimes",yes,no,no,no,don't know or n/a,yes,yes,never had,never had,never had,no,8.0,0,0,yes,never had,never had,Low,16.009240448985544,-0.11536374211101354,-0.09182146117979485,eswatini_yes,eswatini_no,-0.1634649848457764,-0.07561761797826898,-0.10649747825284919,-0.11520933363088001,19.137561678794857
ID_ZQF2RK,malawi,1.5243875420239859,yes,no,refused,no,yes,-0.12573539886621327,0,never had,no,yes,male,"yes, sometimes",yes,never had,yes,don?t know / doesn?t apply,don?t know / doesn?t apply,no,no,don't know,yes,no,never had,never had,never had,no,0.0,0,0,no,never had,never had,Low,-1.5088247863945592,0.24922273417551083,0.4746996111026394,malawi_no,malawi_no,0.6684281337659563,0.024643123077290385,0.2547112958639115,0.24858537585158638,-0.9043390937006425
ID_IE6QKK,zimbabwe,-0.4285441252345059,yes,yes,no,yes,yes,-0.9189075018145554,0,have now,yes,yes,female,"yes, sometimes",no,never had,"yes, sometimes",no,no,no,no,yes,yes,yes,never had,never had,never had,no,5.0,0,0,yes,never had,never had,Low,-6.0268900217746655,-0.11629135836812032,-0.09174312986249153,zimbabwe_yes,zimbabwe_no,-0.1634108887841689,-0.07563526819580364,-0.10734791283153486,-0.11613155406958327,-7.204122000841811
ID_M86R4Y,lesotho,2.2755151063541748,yes,no,no,no,yes,0.9318274050649095,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,no,yes,used to have but don't have now,used to have but don't have now,used to have but don't have now,no,0.0,0,0,no,used to have but don't have now,used to have but don't have now,Low,11.181928860778914,-0.1150726387080197,-0.09071775343707733,lesotho_yes,lesotho_no,-0.16278899431854288,-0.07595302539468755,-0.10619237037059215,-0.11492096537186329,13.356165631957095
ID_IX43IR,eswatini,0.022132413363607568,yes,no,no,yes,yes,2.385976260470203,0,have now,yes,yes,female,"yes, sometimes",yes,never had,"yes, sometimes",yes,no,no,no,yes,yes,yes,have now,never had,never had,no,6.0,0,3,yes,never had,never had,High,34.63171512564244,-0.11459886807802896,-0.09156509196482986,eswatini_yes,eswatini_no,-0.16278899431854288,-0.07517646375684117,-0.10584378959869437,-0.11444755183097485,41.36557557249689
ID_AL1YN4,zimbabwe,0.472808951961721,yes,no,yes,no,no,1.7249995080132514,3,have now,yes,yes,male,no,yes,never had,"yes, always",no,yes,yes,no,yes,yes,yes,never had,never had,never had,no,2.0,3,3,yes,never had,never had,Medium,22.699994096159017,-0.11612050119910323,-0.09158558875053524,zimbabwe_yes,zimbabwe_yes,-0.16284305674765862,-0.07521174893353266,-0.1072388423311298,-0.11596042900357113,27.11557764541724
ID_S7NVV2,eswatini,0.09724516979662648,yes,no,no,yes,yes,-0.12573539886621327,0,never had,yes,yes,female,no,yes,never had,"yes, always",no,yes,no,no,yes,yes,yes,have now,never had,have now,no,9.0,0,3,yes,never had,used to have but don't have now,High,7.491175213605441,-0.11535295173389795,-0.0914749690541921,eswatini_yes,eswatini_no,-0.16305933569632527,-0.07552937156324593,-0.10649747825284919,-0.11519833619044503,8.95066464459343
ID_NIUD1A,lesotho,1.7497258113230425,yes,yes,no,yes,no,2.650366961452984,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,don't know,yes,no,yes,never had,never had,never had,no,0.0,0,0,yes,never had,used to have but don't have now,Medium,31.804403537435807,-0.1154686228933079,-0.09244873602553086,lesotho_yes,lesotho_no,-0.16383426862957648,-0.07541254528933719,-0.10661693155065015,-0.11531297662265434,38.03600451947531
ID_518RWD,malawi,-0.20320585593544915,yes,yes,no,no,yes,-0.5223214503403844,0,have now,no,no,female,no,no,never had,no,don?t know / doesn?t apply,don?t know / doesn?t apply,no,no,yes,yes,no,never had,never had,never had,yes,0.0,0,0,yes,never had,never had,Low,-6.267857404084612,1.1967550839078016,-0.6864410056151506,malawi_no,malawi_no,0.352672212262878,0.8752926068060475,1.8781649692649691,1.0015316876142404,-4.633685343176487
ID_CGBSVK,eswatini,2.350627862787194,yes,yes,no,no,yes,3.7079297653841063,0,never had,yes,yes,male,no,no,never had,no,no,yes,no,no,yes,yes,yes,never had,never had,never had,no,6.0,0,3,yes,never had,never had,High,50.495157184609276,-0.11463720404047975,-0.09173911177927198,eswatini_yes,eswatini_no,-0.16365434411000057,-0.07588240395753987,-0.10580022554453665,-0.11448783790897049,60.375942445560646
ID_HSFM8Q,lesotho,-0.20320585593544915,yes,no,no,no,yes,-0.6545168008317747,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,don't know,yes,yes,yes,never had,never had,never had,no,0.0,0,0,no,used to have but don't have now,used to have but don't have now,Medium,-7.8542016099812955,-0.11612770332375888,-0.09202356642516694,lesotho_yes,lesotho_no,-0.16407376727048856,-0.07604130920521356,-0.10715159449538553,-0.11597011377555641,-9.395807072994149
ID_VSB4SZ,zimbabwe,-0.9543334202656383,yes,no,no,no,yes,-0.6545168008317747,0,have now,yes,yes,female,no,no,never had,"yes, sometimes",no,yes,no,no,yes,yes,yes,never had,never had,never had,yes,6.0,0,0,yes,never had,never had,Low,-1.8542016099812955,-0.11630419012401642,-0.09203967054114683,zimbabwe_yes,zimbabwe_no,-0.1639790434371015,-0.07593183843986262,-0.10732609777972317,-0.11614521768450574,-2.2178889122641197
ID_QCQAOO,malawi,0.24747068266266428,no,yes,no,no,yes,0.5352413535907384,0,never had,no,yes,female,no,yes,never had,no,don?t know / doesn?t apply,yes,no,no,yes,no,no,never had,never had,never had,no,0.0,0,0,yes,never had,never had,Low,6.422896243088861,0.16934177752459748,-0.018977835495501482,malawi_no,malawi_no,-0.08606879008941051,-0.06726878731649168,0.15915565088393507,0.17063399264407303,7.027767706627742
ID_WB3ESH,lesotho,1.7497258113230425,yes,no,no,no,yes,-0.5223214503403844,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,don't know,yes,no,yes,never had,never had,never had,no,0.0,0,0,yes,used to have but don't have now,used to have but don't have now,Medium,-6.267857404084612,-0.11555557205533339,-0.09204477712179193,lesotho_yes,lesotho_no,-0.16407376727048856,-0.07602188609815895,-0.10662826727638972,-0.11540129108265587,-7.498098706172273
ID_LAOF4O,lesotho,0.24747068266266428,yes,no,no,no,no,-0.9189075018145554,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,don't know,yes,no,yes,have now,have now,have now,no,0.0,0,0,yes,used to have but don't have now,used to have but don't have now,Low,-11.026890021774665,-0.10829567063654495,-0.09057702674011689,lesotho_yes,lesotho_no,-0.16251872600546904,-0.07581178750742737,-0.09997974137027142,-0.108181147539874,-13.166730247208697
ID_E8XO7I,malawi,-1.7054609845958273,no,yes,no,yes,no,-0.39012609984899393,0,never had,no,yes,male,"yes, sometimes",no,never had,yes,yes,yes,no,no,no,yes,no,never had,never had,never had,yes,3.0,0,0,yes,never had,never had,Low,-1.6815131981879272,0.5811681695533449,0.05339885446340265,malawi_no,malawi_no,0.11712368623568097,0.06224623488405219,0.6090821521286431,0.5733907375959083,-1.5052166728771483
ID_FHOE3M,eswatini,-0.12809309950243025,yes,yes,no,no,yes,-0.786712151323165,0,never had,yes,yes,female,no,no,never had,"yes, always",no,yes,no,no,yes,yes,yes,never had,never had,never had,no,3.0,0,0,yes,never had,never had,Low,-6.440545815877979,-0.11337212444691344,-0.09042277564006046,eswatini_yes,eswatini_no,-0.1594158791877203,-0.07285039058815661,-0.10497286889855269,-0.11322106791928048,-7.661988439246628
ID_DSDJT3,eswatini,-0.8792206638326193,yes,no,no,yes,no,-0.9189075018145554,3,have now,yes,no,female,no,yes,never had,"yes, always",yes,yes,no,no,yes,yes,yes,used to have but don't have now,have now,have now,no,4.0,3,3,yes,never had,never had,Medium,-7.0268900217746655,-0.1150657339164048,-0.08174482174899401,eswatini_yes,eswatini_no,-0.1509769716420354,-0.07240165845090923,-0.10658466903454096,-0.11490390210976918,-8.276442201296797
ID_A44LZ6,eswatini,-0.8041079073996005,yes,no,no,no,yes,-0.786712151323165,0,never had,yes,yes,female,no,yes,never had,"yes, sometimes",yes,yes,no,no,yes,yes,yes,never had,never had,never had,no,0.0,0,0,yes,never had,never had,Low,-9.440545815877979,-0.1144047656033521,-0.0914749690541921,eswatini_yes,eswatini_no,-0.16305933569632527,-0.07552937156324593,-0.105625988303694,-0.11425564539817093,-11.279826896369539
ID_ZIGIKQ,eswatini,1.8999513241890802,no,yes,no,no,yes,0.006459951625177069,0,never had,yes,yes,female,"yes, sometimes",no,never had,no,no,yes,no,no,yes,yes,yes,never had,never had,never had,no,10.0,0,3,yes,never had,never had,Medium,10.077519419502124,-0.11606033801695086,-0.09166107538278563,eswatini_yes,eswatini_no,-0.16319453379682952,-0.07549407517760161,-0.10715159449538553,-0.11590146868552499,12.04284606938188
ID_1MFE6V,zimbabwe,-0.5787696381005437,yes,yes,no,no,yes,0.1386553021165674,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,no,no,yes,yes,yes,yes,never had,never had,never had,no,0.0,0,0,yes,never had,never had,Low,1.6638636253988088,-0.11627260525241835,-0.09202042182433737,zimbabwe_yes,zimbabwe_no,-0.16389785872076143,-0.07586828026857709,-0.10730428320379758,-0.11611362418658569,1.9900243561786517
ID_GAD7X4,eswatini,0.3976961955287021,yes,yes,no,no,yes,0.7996320545735192,0,have now,yes,yes,female,"yes, sometimes",no,never had,no,no,yes,no,no,yes,yes,yes,have now,never had,never had,no,3.0,0,2,yes,never had,never had,Low,12.59558465488223,-0.11514812763356988,-0.09210139387561292,eswatini_yes,eswatini_no,-0.16389785872076143,-0.07579413417404096,-0.10627953455258782,-0.11499552045972596,15.064648244544562
ID_T8MA10,lesotho,1.8248385677560615,no,no,no,no,yes,1.7249995080132514,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,yes,no,no,yes,never had,never had,never had,no,0.0,0,0,yes,never had,used to have but don't have now,Low,20.699994096159017,-0.11628819659913944,-0.09235695050306769,lesotho_yes,lesotho_no,-0.16412830520464308,-0.0757906035447602,-0.10732740666941167,-0.11612888494864985,24.76455923205644
ID_GCQ8X3,zimbabwe,1.449274785590967,yes,no,no,no,yes,0.5352413535907384,0,have now,yes,yes,male,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,yes,yes,never had,never had,never had,yes,0.0,0,0,yes,never had,never had,Low,6.422896243088861,-0.1160924312328129,-0.09230322908559913,zimbabwe_yes,zimbabwe_no,-0.1634649848457764,-0.07517646375684117,-0.10721702965854103,-0.1159324189499769,7.677976566115091
ID_UN4TJJ,malawi,-0.5036568816675248,yes,yes,no,no,no,-0.25793074935760363,0,have now,no,yes,male,"yes, sometimes",yes,never had,yes,no,yes,no,no,yes,no,yes,never had,never had,never had,no,0.0,0,0,yes,never had,never had,Low,-3.0951689922912435,-0.10193218283915931,0.3884069295524151,malawi_no,malawi_no,0.41827434472511277,-0.07341379046972996,-0.09436519563225149,-0.10184178726347505,-2.1823485729703047
ID_CP1YB3,malawi,-1.4801227152967706,yes,yes,no,yes,yes,0.006459951625177069,0,never had,no,no,female,"yes, sometimes",yes,never had,no,yes,no,no,no,yes,no,no,never had,never had,never had,yes,0.0,0,0,no,never had,never had,Low,0.07751941950212483,-0.06090472061027986,-0.09187277663523556,malawi_no,malawi_no,-0.1636002378041099,-0.07570587218140906,-0.056336522043743655,-0.06095086006518554,0.0926822591371915
ID_63N2QB,eswatini,1.22393651629191,yes,no,no,yes,yes,-0.6545168008317747,0,never had,yes,yes,male,"yes, sometimes",yes,never had,"yes, always",no,yes,no,yes,yes,yes,yes,never had,never had,have now,no,4.0,0,0,yes,never had,never had,Low,-3.8542016099812955,-0.11561176857923115,-0.08221155058712802,eswatini_yes,eswatini_no,-0.1547125515972317,-0.07570587218140906,-0.1067154694629217,-0.11545618029055194,-4.559634260823449
ID_IY1UV5,eswatini,-0.35343136880148696,yes,no,no,no,yes,-0.25793074935760363,0,have now,yes,yes,male,"yes, sometimes",yes,never had,"yes, sometimes",no,yes,no,yes,yes,yes,yes,used to have but don't have now,never had,never had,no,9.0,0,3,yes,used to have but don't have now,used to have but don't have now,Medium,5.904831007708756,-0.1148572654754952,-0.09196284070606754,eswatini_yes,eswatini_no,-0.16332975017833173,-0.07535290209205366,-0.10606163834143317,-0.11470499240348256,7.057536716486978
ID_5YSHGP,lesotho,0.8483727341268156,yes,no,no,no,yes,-0.786712151323165,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,don't know,yes,yes,yes,never had,never had,never had,yes,0.0,0,0,yes,have now,used to have but don't have now,Medium,-9.440545815877979,-0.11612661616537039,-0.09206276458543103,lesotho_yes,lesotho_no,-0.16410083287099603,-0.0760324804734213,-0.10715159449538553,-0.11596900565323738,-11.293881112841238
ID_3K7UJJ,eswatini,-0.6538823945335627,yes,no,no,yes,yes,-0.786712151323165,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,yes,yes,no,no,yes,yes,yes,have now,used to have but don't have now,never had,no,3.0,0,0,yes,never had,used to have but don't have now,Medium,-6.440545815877979,-0.11598349771143365,-0.09206854947744367,eswatini_yes,eswatini_no,-0.16410083287099603,-0.07602718327176003,-0.10702073701295549,-0.11582671597624777,-7.704931490718919
ID_TJRUAF,zimbabwe,0.472808951961721,yes,no,no,no,yes,-0.39012609984899393,0,have now,yes,yes,male,"yes, sometimes",no,never had,"yes, sometimes",no,yes,no,no,yes,yes,yes,never had,never had,never had,no,0.0,0,0,yes,never had,never had,Low,-4.681513198187927,-0.11634292642983006,-0.09205249010238284,zimbabwe_yes,zimbabwe_no,-0.16407376727048856,-0.07601482324367285,-0.10735227589900535,-0.11618398065201455,-5.600390339350397
